#Types Before Cut: 11091
#Types After Cut: 9706
#Search Hits: 0
893	6	15.715	немец
894	6	2.855	никакой
895	6	6.146	никуда
896	6	15.715	ногой
897	6	10.603	носили
898	6	15.715	обед
899	6	15.715	орешки
900	6	10.603	поговорим
901	6	15.715	погрей
902	6	15.715	подумала
903	6	1.628	поздно
904	6	15.715	покупайте
905	6	15.715	полу
906	6	15.715	польский
907	6	15.715	понравился
908	6	15.715	поступил
909	6	0.090	появились
910	6	15.715	преподаватели
911	6	15.715	причём
912	6	15.715	пятёрка
913	6	6.146	район
914	6	10.603	рассказывать
915	6	7.976	рождения
916	6	10.603	русские
917	6	2.855	самолет
918	6	1.188	самые
919	6	15.715	саш
920	6	10.603	свет
921	6	15.715	семьдесят
922	6	10.603	семью
923	6	10.603	скажу
924	6	10.603	слава
925	6	4.772	словами
926	6	15.715	слышно
927	6	15.715	снимали
928	6	15.715	снимать
929	6	1.628	снова
930	6	6.146	советского
931	6	4.772	сообщение
932	6	15.715	спал
933	6	15.715	спрашивают
934	6	15.715	спросить
935	6	10.603	страшно
936	6	15.715	студенты
937	6	10.603	судить
938	6	0.196	сути
939	6	15.715	сынок
940	6	0.351	таком
941	6	0.001	трудно
942	6	0.196	ту
943	6	2.855	тысяч
944	6	15.715	убирай
945	6	15.715	учителей
946	6	15.715	учителем
947	6	10.603	ушел
948	6	15.715	худи
949	6	4.772	церковь
950	6	15.715	чувак
951	6	2.175	школ
952	6	7.976	штук
953	6	15.715	шёл
954	6	15.715	щас
955	6	15.715	этаж
956	6	15.715	эх
957	5	13.096	num
958	5	13.096	арахис
959	5	13.096	бабушку
960	5	13.096	баллов
961	5	5.979	берет
962	5	5.979	билет
963	5	1.713	ближе
964	5	8.318	богу
965	5	8.318	боюсь
966	5	13.096	венера
967	5	13.096	вернее
968	5	5.979	вещь
969	5	0.143	взгляд
970	5	3.248	вид
971	5	13.096	видела
972	5	8.318	видеть
973	5	13.096	вкусный
974	5	13.096	вложил
975	5	8.318	вниз
976	5	1.200	восьми
977	5	1.200	второе
978	5	1.713	выиграл
979	5	13.096	вырезать
980	5	13.096	выставках
981	5	3.248	выходные
982	5	13.096	вышло
983	5	13.096	гешу
984	5	13.096	голову
985	5	13.096	горбачёв
986	5	13.096	гости
987	5	8.318	грубо
988	5	13.096	грязь
989	5	13.096	гэкаю
990	5	13.096	двадцати
991	5	13.096	делаем
992	5	5.979	делала
993	5	4.399	делают
994	5	3.248	держать
995	5	1.200	детали
996	5	8.318	детства
997	5	13.096	доехали
998	5	1.713	дороже
999	5	13.096	ездила
1000	5	13.096	ездит
1001	5	13.096	ест
1002	5	0.050	желание
1003	5	13.096	жестко
1004	5	13.096	жесть
1005	5	13.096	живу
1006	5	13.096	жила
1007	5	1.713	заранее
1008	5	1.200	зато
